Sample in Buffer	Sample in Window	instrAB	instrDB	dataAB_cpu	dataDBo_cpu	dataDBi_cpu	selector	wmode_cpu	finish	datarw_cpu	datareq_cpu	dataae_cpu	dataack_cpu	cancel_cpu	dataack_mem	datareq_mem	emode_cpu	dataack_ports(2)	datareq_ports(2)	enb
754	754	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
755	755	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
756	756	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
757	757	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
758	758	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
759	759	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
760	760	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
761	761	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
762	762	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
763	763	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
764	764	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
765	765	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
766	766	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
767	767	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
768	768	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
769	769	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
770	770	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
771	771	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
772	772	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
773	773	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
774	774	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
775	775	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
776	776	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
777	777	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
778	778	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
779	779	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
780	780	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
781	781	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
782	782	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
783	783	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
784	784	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
785	785	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
786	786	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
787	787	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
788	788	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
789	789	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
790	790	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
791	791	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
792	792	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
793	793	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
794	794	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
795	795	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
796	796	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
797	797	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
798	798	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
799	799	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
800	800	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
801	801	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
802	802	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
803	803	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
804	804	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
805	805	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
806	806	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
807	807	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
808	808	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
809	809	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
810	810	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
811	811	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
812	812	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
813	813	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
814	814	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
815	815	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
816	816	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
817	817	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
818	818	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
819	819	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
820	820	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
821	821	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
822	822	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
823	823	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
824	824	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
825	825	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
826	826	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
827	827	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
828	828	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
829	829	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
830	830	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
831	831	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
832	832	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
833	833	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
834	834	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
835	835	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
836	836	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
837	837	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
838	838	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
839	839	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
840	840	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
841	841	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
842	842	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
843	843	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
844	844	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
845	845	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
846	846	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
847	847	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
848	848	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
849	849	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
850	850	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
851	851	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
852	852	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
853	853	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
854	854	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
855	855	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
856	856	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
857	857	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
858	858	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
859	859	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
860	860	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
861	861	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
862	862	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
863	863	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
864	864	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
865	865	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
866	866	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
867	867	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
868	868	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
869	869	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
870	870	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
871	871	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
872	872	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
873	873	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
874	874	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
875	875	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
876	876	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
877	877	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
878	878	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
879	879	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
880	880	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
881	881	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
882	882	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
883	883	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
884	884	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
885	885	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
886	886	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
887	887	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
888	888	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
889	889	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
890	890	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
891	891	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
892	892	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
893	893	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
894	894	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
895	895	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
896	896	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
897	897	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
898	898	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
899	899	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
900	900	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
901	901	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
902	902	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
903	903	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
904	904	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
905	905	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
906	906	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
907	907	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
908	908	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
909	909	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
910	910	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
911	911	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
912	912	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
913	913	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
914	914	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
915	915	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
916	916	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
917	917	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
918	918	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
919	919	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
920	920	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
921	921	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
922	922	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
923	923	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
924	924	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
925	925	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
926	926	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
927	927	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
928	928	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
929	929	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
930	930	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
931	931	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
932	932	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
933	933	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
934	934	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
935	935	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
936	936	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
937	937	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
938	938	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
939	939	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
940	940	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
941	941	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
942	942	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
943	943	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
944	944	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
945	945	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
946	946	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
947	947	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
948	948	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
949	949	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
950	950	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
951	951	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
952	952	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
953	953	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
954	954	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
955	955	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
956	956	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
957	957	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
958	958	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
959	959	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
960	960	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
961	961	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
962	962	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
963	963	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
964	964	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
965	965	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
966	966	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
967	967	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
968	968	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
969	969	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
970	970	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
971	971	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
972	972	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
973	973	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
974	974	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
975	975	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
976	976	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
977	977	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
978	978	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
979	979	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
980	980	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
981	981	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
982	982	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
983	983	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
984	984	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
985	985	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
986	986	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
987	987	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
988	988	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
989	989	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
990	990	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
991	991	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
992	992	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
993	993	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
994	994	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
995	995	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
996	996	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
997	997	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
998	998	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
999	999	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
1000	1000	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
1001	1001	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
1002	1002	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
1003	1003	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
1004	1004	011C	00000000	00000	0054	FFFFFFFF	2	3	0	1	0	0	0	0	0	0	0	0	0	0	
